page,HorizonDays,ForecastStartDate,ForecastEndDate,PredictedClicks,PredictedImpressions,PredictedCTR,PredictedTrafficValue,ReferenceClicks,ReferenceImpressions,ClickChangePct,ImpressionChangePct,ForecastReliability,ConfidenceLevel,HorizonType,ForecastMethod,ClickMethod,ImpressionMethod,PrimaryForecastType,ValidationStatus
https://demo.example.com/page-004,180,2026-08-17,2027-02-12,1.810248,204.72832360213704,0.008842196175639978,1.1639,0.0,1.0899999999999999,0.0,18467.21,0.08256,Low,Strategic,RecursiveDailyML,RecursiveDailyML,RecursiveDailyML,ML,Backtested-StrategicML
https://demo.example.com/page-005,180,2026-08-17,2027-02-12,1.9175200000000003,109.34811441805363,0.017535921951694976,1.2317,0.0,1.0899999999999999,0.0,9816.27,0.08256,Low,Strategic,RecursiveDailyML,RecursiveDailyML,RecursiveDailyML,ML,Backtested-StrategicML
https://demo.example.com/page-006,180,2026-08-17,2027-02-12,5.853496,377.5674467051627,0.015503179765841719,3.7628999999999997,5.35,150.42,33.03,147.78,0.08256,Low,Strategic,RecursiveDailyML,RecursiveDailyML,RecursiveDailyML,ML,Backtested-StrategicML
https://demo.example.com/page-007,180,2026-08-17,2027-02-12,2.130392,202.93198219487567,0.010498059384026436,1.3672999999999997,1.0699999999999998,92.64999999999999,142.09,116.08,0.08256,Low,Strategic,RecursiveDailyML,RecursiveDailyML,RecursiveDailyML,ML,Backtested-StrategicML
https://demo.example.com/page-008,180,2026-08-17,2027-02-12,1.8129760000000001,196.3811012556081,0.009231927045974983,1.1639,1.0699999999999998,4.359999999999999,106.02,4352.44,0.08256,Low,Strategic,RecursiveDailyML,RecursiveDailyML,RecursiveDailyML,ML,Backtested-StrategicML
https://demo.example.com/page-009,180,2026-08-17,2027-02-12,1.809456,204.5534885535729,0.00884588189033061,1.1639,1.0699999999999998,27.249999999999996,105.62,641.98,0.08256,Low,Strategic,RecursiveDailyML,RecursiveDailyML,RecursiveDailyML,ML,Backtested-StrategicML
https://demo.example.com/page-010,180,2026-08-17,2027-02-12,2.9320720000000002,158.518507243356,0.01849671720349166,1.8870999999999998,5.35,56.67999999999999,-33.36,176.35,0.08256,Low,Strategic,RecursiveDailyML,RecursiveDailyML,RecursiveDailyML,ML,Backtested-StrategicML
https://demo.example.com/page-011,180,2026-08-17,2027-02-12,1.994256,196.71732619487568,0.010137673374151161,1.2768999999999997,0.0,26.159999999999997,0.0,643.53,0.08256,Low,Strategic,RecursiveDailyML,RecursiveDailyML,RecursiveDailyML,ML,Backtested-StrategicML
https://demo.example.com/page-012,180,2026-08-17,2027-02-12,1.87132,205.97425360213705,0.009085213162683282,1.1978,0.0,4.359999999999999,0.0,4567.98,0.08256,Low,Strategic,RecursiveDailyML,RecursiveDailyML,RecursiveDailyML,ML,Backtested-StrategicML
https://demo.example.com/page-013,180,2026-08-17,2027-02-12,2.9221280000000003,160.856738243356,0.018166027932129198,1.8757999999999997,0.0,65.39999999999999,0.0,142.78,0.08256,Low,Strategic,RecursiveDailyML,RecursiveDailyML,RecursiveDailyML,ML,Backtested-StrategicML
https://demo.example.com/page-014,180,2026-08-17,2027-02-12,1.87044,205.80670160213705,0.009088333788157741,1.1978,0.0,40.33,0.0,404.27,0.08256,Low,Strategic,RecursiveDailyML,RecursiveDailyML,RecursiveDailyML,ML,Backtested-StrategicML
https://demo.example.com/page-015,180,2026-08-17,2027-02-12,1.874664,205.04736260213704,0.009142590161656933,1.2091,0.0,7.629999999999999,0.0,2556.29,0.08256,Low,Strategic,RecursiveDailyML,RecursiveDailyML,RecursiveDailyML,ML,Backtested-StrategicML
https://demo.example.com/,365,2026-08-17,2027-08-16,107146.01673599999,1214455.2566128375,0.08822557780748083,68792.61459999999,17476.309999999998,163598.09999999998,645.47,604.77,0.00816,Low,Strategic,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,ML,Unvalidated-HistoryTooShort
https://demo.example.com/page-002,365,2026-08-17,2027-08-16,3.903856,232.17348841805364,0.016814391800715346,2.5086,0.0,2.1799999999999997,0.0,10018.86,0.00816,Low,Strategic,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,ML,Unvalidated-HistoryTooShort
https://demo.example.com/page-003,365,2026-08-17,2027-08-16,3.6796320000000002,436.428225602137,0.00843124203280674,2.3616999999999995,0.0,1.0899999999999999,0.0,37937.79,0.00816,Low,Strategic,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,ML,Unvalidated-HistoryTooShort
https://demo.example.com/page-004,365,2026-08-17,2027-08-16,3.6824479999999995,435.563214602137,0.008454451332313985,2.3616999999999995,0.0,1.0899999999999999,0.0,37865.1,0.00816,Low,Strategic,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,ML,Unvalidated-HistoryTooShort
https://demo.example.com/page-005,365,2026-08-17,2027-08-16,3.90368,232.21858941805368,0.016810368238747517,2.5086,0.0,1.0899999999999999,0.0,20141.52,0.00816,Low,Strategic,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,ML,Unvalidated-HistoryTooShort
https://demo.example.com/page-006,365,2026-08-17,2027-08-16,11.779416,794.4497937051627,0.014827137086993306,7.559699999999999,5.35,150.42,167.71,401.64,0.00816,Low,Strategic,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,ML,Unvalidated-HistoryTooShort
https://demo.example.com/page-007,365,2026-08-17,2027-08-16,4.197952000000001,425.4356831948757,0.009867418662381172,2.7007,1.0699999999999998,92.64999999999999,377.04,336.06,0.00816,Low,Strategic,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,ML,Unvalidated-HistoryTooShort
https://demo.example.com/page-008,365,2026-08-17,2027-08-16,3.6851760000000002,417.41717525560813,0.008828520287272221,2.3616999999999995,1.0699999999999998,4.359999999999999,318.77,8996.05,0.00816,Low,Strategic,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,ML,Unvalidated-HistoryTooShort
https://demo.example.com/page-009,365,2026-08-17,2027-08-16,3.681656,434.83669555357284,0.008466755537531243,2.3616999999999995,1.0699999999999998,27.249999999999996,318.37,1416.04,0.00816,Low,Strategic,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,ML,Unvalidated-HistoryTooShort
https://demo.example.com/page-010,365,2026-08-17,2027-08-16,5.960151999999999,336.34127824335604,0.017720548697230068,3.8306999999999998,5.35,56.67999999999999,35.46,463.71,0.00816,Low,Strategic,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,ML,Unvalidated-HistoryTooShort
https://demo.example.com/page-011,365,2026-08-17,2027-08-16,4.061816,419.2210271948757,0.009688960563783594,2.6102999999999996,0.0,26.159999999999997,0.0,1422.6,0.00816,Low,Strategic,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,ML,Unvalidated-HistoryTooShort
https://demo.example.com/page-012,365,2026-08-17,2027-08-16,3.8086400000000005,436.8091446021371,0.008719231378429724,2.4408,0.0,4.359999999999999,0.0,9417.45,0.00816,Low,Strategic,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,ML,Unvalidated-HistoryTooShort
https://demo.example.com/page-013,365,2026-08-17,2027-08-16,5.933928,338.67950924335605,0.017520776539617023,3.8080999999999996,0.0,65.39999999999999,0.0,391.83,0.00816,Low,Strategic,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,ML,Unvalidated-HistoryTooShort
https://demo.example.com/page-014,365,2026-08-17,2027-08-16,3.80776,436.64159260213705,0.008720561816632957,2.4408,0.0,40.33,0.0,928.53,0.00816,Low,Strategic,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,ML,Unvalidated-HistoryTooShort
https://demo.example.com/page-015,365,2026-08-17,2027-08-16,3.8119840000000003,435.88225360213704,0.00874544436828458,2.4520999999999997,0.0,7.629999999999999,0.0,5327.42,0.00816,Low,Strategic,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,MLHybridFirst180+RecursiveTail-Unvalidated365,ML,Unvalidated-HistoryTooShort
