ForecastDate,PredictedClicks,PredictedImpressions,ForecastPageCount,ActualClicks,ActualImpressions,ActualKnownPageCount,ClickError,ImpressionError,ChampionClicks,ChampionImpressions
2026-07-01,1516.9585760000002,88105.293636,2005.1999999999998,1213.8,45369.1,1216.0800000000002,-66.95115699999994,27218.576490000003,1752.2875000000001,84997.73672436117
2026-07-02,1549.5288480000002,88576.698464,2005.1999999999998,1037.0,41928.32,1175.04,148.79218900000004,31310.843760000007,1663.1925,84862.5371727907
2026-07-03,1517.7713600000002,88820.62379999999,2005.1999999999998,942.65,38972.64,1199.88,223.99922999999998,34687.57949999999,1587.7450000000001,85266.83272024976
2026-07-04,1631.636048,90668.54218399999,2005.1999999999998,979.1999999999999,39603.76,1195.5600000000002,277.38428899999997,35601.80106,1749.97,89247.92812876006
2026-07-05,1815.4072160000003,91336.599544,2005.1999999999998,1083.75,42075.32,1263.6000000000001,314.768363,33528.66846,1951.0775,91463.50088341552
2026-07-06,1734.63976,91394.15341,2005.1999999999998,1488.35,41433.42,1308.96,-184.01519500000003,34265.952525,1938.7175,84145.29943538019
2026-07-07,1688.0833760000003,89981.23468800001,2005.1999999999998,1295.3999999999999,39243.12,1245.24,-15.272256999999978,35396.66592000001,1793.7450000000001,82845.77396095266
2026-07-08,1693.638016,89320.320794,2005.1999999999998,1102.45,40768.979999999996,1366.2,195.81088799999998,33192.996585,1752.2875000000001,82939.4337975227
2026-07-09,1682.1350560000003,89276.734708,2005.1999999999998,1042.95,38760.96,1318.68,250.16473300000007,35306.933970000006,1663.1925,82619.73106413479
2026-07-10,1645.6044640000002,89230.27954799999,2005.1999999999998,939.25,34681.22,1258.2,331.50362699999994,39638.10207,1587.7450000000001,82673.79421751185
2026-07-11,1733.923408,90962.217656,2005.1999999999998,1022.55,34507.76,1180.44,314.082769,41314.55454,1749.97,89108.32675592354
2026-07-12,1898.5087520000002,91690.933904,2005.1999999999998,912.9,35377.02,1210.68,565.1983609999999,41010.37836000001,1951.0775,91426.33188426556
2026-07-13,1810.4673440000004,91662.64442199998,2005.1999999999998,879.75,33497.38,1159.92,529.154717,42999.93085499999,1938.7175,83739.18200706935
2026-07-14,1690.602928,90358.29362200001,2005.1999999999998,891.65,33586.56,1211.76,419.0248789999999,41781.78385500001,1793.7450000000001,84941.1632515573
2026-07-15,1641.328976,90285.507934,2005.1999999999998,921.4,33428.78,1175.04,347.1397929999999,41888.190435000004,1752.2875000000001,84811.49341905232
2026-07-16,1580.96568,89849.96952,2005.1999999999998,871.25,32911.34,1153.44,351.7846150000001,42067.7418,1663.1925,84766.62029254473
2026-07-17,1494.0777600000001,89529.096222,2005.1999999999998,851.6999999999999,31038.559999999998,1167.48,302.11818,43798.130355,1587.7450000000001,84706.9750844765
2026-07-18,1583.8309760000002,90615.326882,2005.1999999999998,806.65,30845.5,1122.1200000000001,423.27266799999995,44939.851005,1749.97,88909.54744177678
2026-07-19,1811.988528,90499.71943799999,2005.1999999999998,806.65,35505.4,1189.0800000000002,608.650679,39847.60279499999,1951.0775,91344.76103854373
2026-07-20,1683.6388800000002,90497.86186599999,2005.1999999999998,798.15,32744.739999999998,1140.48,513.46659,42803.854065,1938.7175,84437.88521321685
2026-07-21,1529.1396960000002,88883.168442,2005.1999999999998,838.9499999999999,33037.76,1207.44,344.25600299999996,41100.20890500001,1793.7450000000001,82967.06568609369
2026-07-22,1551.3607200000001,88390.57319,2005.1999999999998,753.9499999999999,30430.96,1108.0800000000002,453.3105849999999,43469.253975,1752.2875000000001,83060.72552266372
2026-07-23,1556.386496,88282.671998,2005.1999999999998,784.55,30276.12,1110.24,424.6340279999999,43542.288195,1663.1925,82843.20489622824
2026-07-24,1515.8227840000002,88110.079208,2005.1999999999998,770.1,30087.96,1189.0800000000002,407.146012,43595.34522,1587.7450000000001,82783.55968816
2026-07-25,1600.71856,89624.322468,2005.1999999999998,826.1999999999999,30429.98,1134.0,416.06383,44532.13737,1749.97,89080.72513650623
2026-07-26,1789.7922560000002,90042.309108,2005.1999999999998,847.4499999999999,31456.04,1144.8000000000002,546.936208,43792.52997000001,1951.0775,91354.79663450412
2026-07-27,1677.98568,90191.527308,2005.1999999999998,820.25,32965.24,1136.16,485.21336499999984,42303.95547,1938.7175,83839.36521030469
2026-07-28,1525.7793600000002,88608.854004,2005.1999999999998,768.4,31816.68,1145.88,417.05573000000004,42172.41861,1793.7450000000001,84932.79604252368
2026-07-29,1503.3531520000001,88131.147266,2005.1999999999998,769.25,31484.46,1143.72,397.924436,42117.227565,1752.2875000000001,84893.23653269756
2026-07-30,1518.1848640000003,88052.762876,2005.1999999999998,751.4,30420.18,1100.52,429.08520199999987,43190.06559,1663.1925,84848.36340618996
2026-07-31,1487.1715040000001,87922.46162999999,2005.1999999999998,739.5,28311.22,1019.5200000000001,416.626847,45337.521075000004,1587.7450000000001,84934.10064003593
2026-08-01,1622.7802080000004,89462.940502,2005.1999999999998,769.25,30528.96,1107.0,494.95891900000004,44287.193055,1749.97,89008.64654416524
2026-08-02,1739.8512320000002,90532.829506,2005.1999999999998,833.85,32409.579999999998,1108.0800000000002,520.9191259999999,43193.049165,1951.0775,91263.50601412091
2026-08-03,1598.6652640000002,91074.399706,2005.1999999999998,779.4499999999999,30635.78,1132.92,464.44552699999997,45559.654665,1938.7175,84177.3188339386
2026-08-04,1522.3912480000001,89766.747952,2005.1999999999998,764.15,30142.84,1170.72,418.85288900000006,44962.36668000001,1793.7450000000001,83066.16478848213
2026-08-05,1545.441184,89384.695314,2005.1999999999998,787.9499999999999,30282.98,1081.0800000000002,412.10096199999987,44483.400885,1752.2875000000001,83294.29685178517
2026-08-06,1598.8990080000003,88932.38128999999,2005.1999999999998,851.6999999999999,30722.02,1045.44,387.28544400000004,43623.714225,1663.1925,83148.45953455659
2026-08-07,1560.1803840000002,89033.222586,2005.1999999999998,736.9499999999999,28148.54,1046.52,478.67656199999993,46467.80386500001,1587.7450000000001,83088.81432648835
2026-08-08,1701.8751680000003,90541.099764,2005.1999999999998,727.6,29714.579999999998,1026.0,603.813574,46087.66701,1749.97,89163.3966185286
2026-08-09,1883.144256,91091.724194,2005.1999999999998,829.6,33399.38,1145.88,641.8947079999999,42613.565085,1951.0775,91964.63779481087
2026-08-10,1744.1296320000001,91292.76799400001,2005.1999999999998,900.15,34576.36,1127.52,453.41532600000005,41525.54458500001,1938.7175,86582.06579018362
2026-08-11,1673.7921760000002,89742.035022,2005.1999999999998,927.35,34949.74,1196.64,367.14614299999994,39790.847355000005,1793.7450000000001,85061.64417190192
2026-08-12,1680.9278080000004,89262.741918,2005.1999999999998,1044.6499999999999,37716.28,1181.52,247.36384399999986,36414.190995000004,1752.2875000000001,84897.08026503204
2026-08-13,1686.90984,89219.994216,2005.1999999999998,953.6999999999999,37529.1,1185.8400000000001,349.594245,36577.949940000006,1663.1925,84923.89044773136
2026-08-14,1598.164176,89122.437892,2005.1999999999998,895.05,34551.86,1150.2,340.278393,39683.88753,1587.7450000000001,84864.24523966313
2026-08-15,1691.0710880000001,90767.75843999999,2005.1999999999998,975.8,35286.86,1145.88,329.31525899999997,40312.44210000001,1749.97,89090.20411112063
2026-08-16,1811.1218720000002,91296.763128,2005.1999999999998,1043.8,37491.86,1221.48,354.05652100000003,38405.23302,1951.0775,93001.631706068
